,YearMonth,Tonnes
2432,202501.0,1.254
2433,,0.46020000000000005
2434,,0.7788
2435,,
2436,,
2437,202501.0,1.96
2438,202501.0,
2439,202501.0,
2440,202501.0,
2441,,1.856
2442,,0.278
2443,,
2444,,0.032
2445,,
2446,,
2447,202502.0,
2448,,2.16
2449,,
2450,,1.08
2451,202502.0,1.008
2452,202502.0,1.134
2453,202501.0,0.064
2454,202501.0,0.148
2455,202501.0,1.48
2456,202501.0,0.486
2457,202502.0,0.324
2458,202502.0,1.456
2459,202502.0,0.486
2460,,
2461,,
2462,202501.0,2.1004
2463,202501.0,
2464,202502.0,
2465,202502.0,0.268
2466,202501.0,
2467,202501.0,
2468,,
2469,,
2470,202501.0,1.5
2471,202501.0,
2472,,0.032
2473,,0.55
2474,,1.0034
2475,,
2476,,1.008
2477,,1.134
2478,,
2479,,
2480,,0.032
2481,202501.0,0.032
2482,202501.0,0.1768
2483,202501.0,
2484,202501.0,0.176
2485,,0.17760000000000004
2486,,0.3256
2487,202412.0,
2488,202412.0,
2489,202412.0,
2490,,
2491,202501.0,
2492,202501.0,
2493,202501.0,0.264
2494,202501.0,0.57
2495,202501.0,0.6525
2496,202501.0,0.032
2497,202412.0,
2498,202412.0,0.24
2499,202412.0,0.44
2500,202412.0,0.44
2501,202412.0,0.44
2502,202412.0,0.44
2503,202501.0,
2504,202501.0,1.728
2505,202501.0,1.782
2506,202501.0,2.1514
2507,202501.0,0.3
2508,202501.0,0.17
2509,202501.0,0.17
2510,202501.0,0.192
2511,202501.0,1.288
2512,202501.0,0.12
2513,202501.0,
2514,202501.0,0.48
2515,202501.0,0.032
2516,202501.0,1.29
2517,202501.0,1.5912
2518,202501.0,0.6188
2519,202501.0,0.032
2520,202501.0,1.44
2521,202407.0,1.904
2522,202409.0,0.27
2523,202409.0,
2524,202409.0,
2525,202409.0,
2526,202409.0,0.19
2527,202409.0,0.76
2528,202409.0,0.19
2529,202409.0,0.108
2530,202408.0,0.595
2531,202408.0,
2532,202408.0,
2533,202408.0,0.54
2534,202408.0,1.764
2535,202408.0,0.324
2536,202408.0,
2537,202408.0,
2538,202408.0,0.66
2539,202408.0,0.574
2540,202408.0,0.328
2541,202408.0,
2542,202408.0,
2543,202408.0,
2544,202408.0,
2545,202408.0,1.526
2546,202408.0,0.504
2547,202408.0,0.174
2548,202408.0,0.49
2549,202408.0,0.168
2550,202408.0,0.112
2551,202408.0,0.174
2552,202501.0,0.0192
2553,202501.0,0.3
2554,202501.0,0.378
2555,202501.0,0.84
2556,202501.0,0.3
2557,202501.0,0.65
2558,202501.0,0.236
2559,202501.0,0.27257
2560,202501.0,0.236
2561,202501.0,0.27257
2562,202501.0,0.676
2563,202501.0,0.075
2564,202501.0,0.075
2565,202501.0,0.236
2566,202501.0,2.268
2567,202502.0,1.944
2568,202502.0,0.162
2569,,
2570,,
2571,202501.0,1.88
2572,202502.0,
2573,202502.0,0.656
2574,202502.0,0.328
2575,,0.328
2576,,0.656
2577,,0.054
2578,,
2579,202502.0,
2580,202502.0,0.72
2581,202502.0,0.032
2582,202502.0,0.032
2583,202502.0,2.3316000000000003
2584,,
2585,202502.0,0.032
2586,202410.0,0.39
2587,202410.0,0.8
2588,202410.0,0.08
2589,202410.0,0.44
2590,202410.0,0.032
2591,202410.0,0.6731999999999999
2592,202410.0,1.6456
2593,202411.0,0.2152
2594,202411.0,0.454
2595,202411.0,0.22
2596,202411.0,0.22
2597,202411.0,0.44
2598,202411.0,0.416
2599,202411.0,0.22
2600,202411.0,
2601,202411.0,
2602,202411.0,
2603,202411.0,0.405
2604,202411.0,0.36319999999999997
2605,202411.0,0.25479999999999997
2606,202501.0,0.34
2607,202501.0,0.412
2608,202501.0,
2609,202501.0,
2610,202501.0,0.248
2611,202411.0,1.3668000000000002
2612,202411.0,0.065
2613,202411.0,0.165
2614,202411.0,0.396
2615,202411.0,0.032
2616,202411.0,0.402
2617,202411.0,0.402
2618,202411.0,0.134
2619,202411.0,0.402
2620,202501.0,0.336
2621,202501.0,2.072
2622,202501.0,2.16
2623,202501.0,
2624,202501.0,2.366
2625,202501.0,
2626,202501.0,
2627,,1.392
2628,,0.24
2629,,0.135
2630,,0.135
2631,,0.27
2632,,2.088
2633,,0.696
2634,,0.464
2635,,0.09
2636,,0.148
2637,,0.33
2638,,0.36
2639,,
2640,,
2641,202501.0,
2642,,1.82
2643,,0.504
2644,,0.041
2645,,0.054
2646,,0.147
2647,,0.049
2648,,0.15180000000000002
2649,,0.0479
2650,,0.1916
2651,,0.7774
2652,,0.41859999999999997
2653,,0.58
2654,202502.0,1.892
2655,,
2656,202501.0,
2657,202501.0,2.1514
2658,202501.0,1.782
2659,202501.0,0.032
2660,202501.0,
2661,202501.0,
2662,202501.0,
2663,202501.0,0.032
2664,202501.0,0.032
2665,202501.0,2.21
2666,202501.0,0.308
2667,202501.0,0.572
2668,202501.0,0.78
2669,202502.0,1.824
2670,202501.0,1.38
2671,202502.0,0.177
2672,202502.0,0.6726
2673,202502.0,0.418
2674,202502.0,
2675,,
2676,,
2677,,0.32
2678,,0.32
2679,,0.52
2680,202501.0,
2681,202501.0,
2682,202502.0,
2683,202502.0,0.82
2684,202501.0,
2685,,0.032
2686,,0.2244
2687,,0.33
2688,,0.429
2689,,0.264
2690,202411.0,0.476
2691,202411.0,0.119
2692,202411.0,0.065
2693,202411.0,0.108
2694,202411.0,1.5708
2695,202411.0,0.032
2696,202411.0,0.644
2697,202411.0,2.3187999999999995
2698,202411.0,0.032
2699,202411.0,0.032
2700,202411.0,2.2512000000000003
2701,202411.0,0.664
2702,202411.0,0.48
2703,202411.0,0.04
2704,202411.0,0.44
2705,202411.0,0.44
2706,202411.0,0.1
2707,202411.0,0.28
2708,202411.0,
2709,202411.0,0.714
2710,202411.0,0.357
2711,202411.0,0.38
2712,202411.0,
2713,202411.0,
2714,202411.0,0.134
2715,202411.0,0.134
2716,202411.0,0.7
2717,202411.0,0.134
2718,202411.0,0.134
2719,202412.0,0.56
2720,202412.0,0.208
2721,202412.0,0.328
2722,202412.0,0.88
2723,202412.0,0.216
2724,,0.2664
2725,,0.576
2726,,0.4488
2727,,0.032
2728,,
2729,,1.134
2730,,
2731,,
2732,,0.16
2733,,1.2
2734,,0.07080000000000002
2735,,0.6912
2736,,2.142
2737,,
2738,,0.462
2739,,1.078
2740,,
2741,,0.77
2742,,1.456
2743,,2.2984
2744,,0.032
2745,,1.736
2746,,0.032
2747,,1.8585
2748,,0.4725
2749,202408.0,0.2284
2750,202408.0,0.096
2751,202408.0,0.384
2752,202408.0,0.19
2753,202408.0,0.9536
2754,202408.0,0.168
2755,202408.0,0.168
2756,202408.0,1.148
2757,202408.0,0.41
2758,202408.0,
2759,,0.16
2760,,0.08
2761,,0.92
2762,,0.35520000000000007
2763,,0.0592
2764,,0.6512
2765,,0.1296
2766,,0.1296
2767,,0.15120000000000003
2768,,0.1296
2769,,0.032
2770,,0.032
2771,,0.624
2772,,0.8684
2773,,0.5236000000000001
2774,,1.456
2775,,0.91
2776,202502.0,
2777,202502.0,
2778,,
2779,,
2780,,2.142
2781,,1.078
2782,,
2783,,
2784,,0.01
2785,,0.22
2786,,0.07680000000000001
2787,,0.315
2788,,1.04
2789,,0.245
2790,,1.14
2791,,1.1
2792,,0.032
2793,,1.7992000000000001
2794,202409.0,0.275
2795,202409.0,0.3288
2796,,0.0432
2797,,0.008
2798,,0.384
2799,,
2800,202502.0,
2801,202502.0,
2802,202502.0,
2803,202502.0,0.032
2804,202502.0,
2805,202502.0,
2806,202502.0,0.032
2807,,
2808,,0.032
2809,202502.0,
2810,202502.0,
2811,,
2812,,
2813,,1.08
2814,,0.96
2815,,0.08
2816,202501.0,0.16
2817,202501.0,1.958
2818,,0.784
2819,,0.032
2820,,0.096
2821,,0.30240000000000006
2822,,0.108
2823,,0.195
2824,,0.0975
2825,,0.414
2826,,0.28
2827,,0.4
2828,,1.04
2829,,
2830,,
2831,,0.304
2832,202502.0,0.114
2833,202502.0,0.266
2834,202502.0,0.076
2835,202502.0,0.266
2836,202502.0,0.988
2837,202502.0,0.038
2838,202502.0,0.129
2839,202502.0,0.129
2840,202502.0,0.032
2841,,
2842,202502.0,
2843,202502.0,1.8512
2844,,1.076
2845,,1.296
2846,,
2847,,
2848,,0.728
2849,,0.7832
2850,,1.034
2851,,
2852,,0.048
2853,,0.416
2854,,0.052
2855,,0.26
2856,,0.468
2857,,0.0945
2858,,0.567
2859,,1.785
2860,,0.032
2861,,0.602
2862,,0.688
2863,,0.946
2864,,0.032
2865,,
2866,,1.73
2867,202409.0,0.054799999999999995
2868,202409.0,0.134
2869,202409.0,0.54
2870,202409.0,0.27
2871,202408.0,1.206
2872,202408.0,0.82
2873,202408.0,
2874,202408.0,0.46
2875,202408.0,1.725
2876,202408.0,0.505
2877,202408.0,1.072
2878,202408.0,
2879,202408.0,0.162
2880,202408.0,0.83
2881,202408.0,0.972
2882,202408.0,0.364
2883,202408.0,0.561
2884,202408.0,
2885,202408.0,
2886,202408.0,0.432
2887,202408.0,0.54
2888,202408.0,2.3187999999999995
2889,202408.0,0.032
2890,202408.0,2.3688
2891,202408.0,0.564
2892,202408.0,0.564
2893,202408.0,0.165
2894,202408.0,0.1232
2895,202408.0,0.195
2896,202408.0,0.5151999999999999
2897,202408.0,1.06
2898,202408.0,0.456
2899,,
2900,,0.44
2901,,0.4568
2902,,0.2284
2903,,0.186
2904,,0.032
2905,,1.3463999999999998
2906,,0.64
2907,,0.016
2908,,
2909,,0.972
2910,,0.162
2911,,0.162
2912,,0.486
2913,,
2914,,0.27
2915,,1.68
2916,,
2917,,1.0608000000000002
2918,,0.032
2919,,1.19
2920,,0.648
2921,,
2922,,0.032
2923,,
2924,,1.16
2925,,0.5
2926,,0.4
2927,202409.0,
2928,202409.0,0.536
2929,202409.0,0.536
2930,202409.0,0.57
2931,202409.0,0.57
2932,202409.0,
2933,202409.0,0.536
2934,202409.0,0.54
2935,202408.0,0.058
2936,202408.0,0.232
2937,202408.0,0.29
2938,202408.0,0.058
2939,202408.0,0.232
2940,202408.0,0.174
2941,202408.0,0.09079999999999999
2942,202408.0,
2943,202408.0,0.476
2944,202408.0,0.664
2945,202408.0,0.184
2946,202408.0,0.218
2947,202408.0,0.368
2948,202408.0,0.1192
2949,202408.0,0.759
2950,202408.0,0.2784
2951,202408.0,0.30739999999999995
2952,202408.0,0.032
2953,202408.0,0.032
2954,202408.0,0.5236000000000001
2955,202408.0,1.7952
2956,202408.0,1.87
2957,202408.0,0.2244
2958,202408.0,0.032
2959,202408.0,0.0576
2960,202408.0,0.038400000000000004
2961,202408.0,0.038400000000000004
2962,202408.0,
2963,202408.0,
2964,202408.0,
2965,202409.0,0.368
2966,202409.0,
2967,202408.0,0.736
2968,202408.0,0.4
2969,202408.0,0.608
2970,202408.0,1.19
2971,202408.0,2.3688
2972,202409.0,1.82
2973,202409.0,0.182
2974,202409.0,
2975,202408.0,
2976,202408.0,1.8235999999999999
2977,202408.0,0.032
2978,202408.0,1.5708
2979,202408.0,0.5184
2980,202408.0,0.032
2981,202408.0,1.5028000000000001
2982,202408.0,0.7072
2983,202408.0,
2984,202409.0,
2985,202409.0,
2986,202409.0,
2987,202409.0,
2988,202409.0,0.19
2989,202409.0,1.21
2990,202409.0,0.624
2991,202411.0,1.248
2992,202411.0,0.55
2993,202411.0,0.46
2994,202409.0,0.456
2995,202409.0,0.192
2996,202409.0,0.096
2997,202409.0,0.688
2998,202409.0,0.552
2999,202502.0,
3000,,
3001,,0.032
3002,202502.0,
3003,,2.16
3004,,0.92
3005,,0.624
3006,,0.108
3007,,0.054
3008,,0.2048
3009,,0.14880000000000002
3010,,0.7936
3011,,0.0346
3012,,0.10380000000000002
3013,,0.153
3014,,0.032
3015,,0.48
3016,,0.252
3017,,
3018,,0.032
3019,,0.032
3020,,0.2808
3021,,0.148
3022,,0.35520000000000007
3023,,0.38480000000000003
3024,,0.048
3025,,0.384
3026,,2.366
3027,,
3028,,0.032
3029,,
3030,,
3031,,0.032
3032,,1.8
3033,,0.864
3034,,0.1
3035,,1.0
3036,202411.0,
3037,202411.0,
3038,202411.0,
3039,202412.0,
3040,202411.0,0.044
3041,202411.0,0.0224
3042,202411.0,0.7168000000000001
3043,202411.0,0.33
3044,202411.0,0.756
3045,202412.0,
3046,202411.0,1.7848
3047,202412.0,1.924
3048,202412.0,0.126
3049,202501.0,0.148
3050,202501.0,
3051,202412.0,
3052,202412.0,0.504
3053,202412.0,0.2
3054,202412.0,0.24
3055,202412.0,0.22
3056,202412.0,0.264
3057,202411.0,1.3968
3058,202411.0,0.20279999999999998
3059,202411.0,0.15239999999999998
3060,202411.0,1.7848
3061,202412.0,0.16
3062,202412.0,1.1251999999999998
3063,202412.0,0.044
3064,202412.0,0.166
3065,202412.0,0.126
3066,202412.0,0.0224
3067,202412.0,0.022
3068,202412.0,0.218
3069,202412.0,0.024
3070,202409.0,0.2
3071,202409.0,0.228
3072,202409.0,0.552
3073,202409.0,0.192
3074,202409.0,0.096
3075,202409.0,
3076,202409.0,0.65
3077,202409.0,0.65
3078,202409.0,
3079,202409.0,
3080,202409.0,0.41
3081,202408.0,0.032
3082,202408.0,0.748
3083,202408.0,1.5708
3084,202408.0,
3085,202408.0,
3086,202408.0,0.032
3087,202410.0,
3088,202410.0,
3089,202410.0,0.19
3090,202410.0,0.26
3091,202410.0,0.238
3092,202410.0,0.595
3093,202409.0,0.032
3094,202409.0,
3095,202409.0,
3096,202409.0,0.392
3097,202409.0,0.33
3098,202409.0,0.38
3099,202409.0,0.55
3100,202409.0,0.52
3101,202409.0,0.134
3102,202409.0,0.664
3103,202409.0,0.48640000000000005
3104,,
3105,,0.88
3106,,1.08
3107,202408.0,2.142
3108,202408.0,2.184
3109,202408.0,0.182
3110,202408.0,0.29540000000000005
3111,202408.0,0.25320000000000004
3112,202408.0,1.035
3113,202408.0,0.41
3114,202408.0,0.164
3115,202408.0,0.82
3116,202408.0,0.833
3117,202408.0,
3118,202408.0,
3119,202408.0,
3120,202408.0,0.066
3121,202408.0,
3122,202408.0,1.17
3123,202408.0,0.2952
3124,202408.0,0.078
3125,202408.0,
3126,202408.0,
3127,202408.0,0.152
3128,202408.0,0.152
3129,202408.0,0.168
3130,202408.0,0.168
3131,202408.0,0.912
3132,202408.0,0.2384
3133,202408.0,0.1988
3134,202408.0,2.3688
3135,202408.0,
3136,,0.032
3137,,1.548
3138,,0.17
3139,,0.384
3140,,0.432
3141,,0.081
3142,,1.188
3143,,0.342
3144,,0.66
3145,,
3146,,0.57
3147,202408.0,
3148,202408.0,
3149,202408.0,
3150,202408.0,0.15003999999999998
3151,202408.0,1.118
3152,202408.0,1.204
3153,202408.0,0.032
3154,202408.0,2.268
3155,202408.0,1.782
3156,202408.0,
3157,202408.0,0.66
3158,202408.0,0.108
3159,202408.0,0.54
3160,202408.0,0.202
3161,202408.0,2.322
3162,202408.0,0.032
3163,202408.0,
3164,202408.0,
3165,202408.0,
3166,202408.0,0.238
3167,202408.0,1.071
3168,202408.0,1.782
3169,202409.0,0.0356
3170,202409.0,0.03540000000000001
3171,202409.0,
3172,202409.0,
3173,202409.0,0.7788
3174,202409.0,0.032
3175,202409.0,0.8976
3176,202409.0,0.9723999999999999
3177,202409.0,0.324
3178,202409.0,0.252
3179,202409.0,0.072
3180,202409.0,
3181,202409.0,0.81
3182,202409.0,
3183,202409.0,0.0312
3184,202409.0,0.032
3185,202409.0,2.3187999999999995
3186,202409.0,0.8976
3187,202409.0,0.28
3188,202409.0,0.032
3189,202409.0,0.8
3190,202408.0,0.032
3191,202408.0,1.7992000000000001
3192,202409.0,0.032
3193,202409.0,2.3187999999999995
3194,202409.0,0.032
3195,202409.0,2.1692
3196,202409.0,0.14959999999999998
3202,202412.0,0.468
3203,202412.0,0.252
3204,202412.0,1.456
3205,,0.336
3206,,0.36
3207,,0.09
3208,,0.1575
3209,,0.894
3210,,0.078
3211,,0.77
3212,,0.308
3213,,0.48
3214,,0.336
3215,202412.0,
3216,202412.0,
3217,202412.0,
3218,202412.0,0.114
3219,202412.0,0.266
3220,202412.0,0.33
3221,202412.0,0.52
3222,202412.0,0.33
3223,202412.0,0.864
3224,202412.0,0.216
3225,202412.0,0.864
3226,202411.0,0.84
3227,202411.0,1.4
3228,202501.0,0.238
3229,202501.0,0.952
3230,202501.0,0.595
3231,202501.0,1.785
3232,202501.0,0.812
3233,202501.0,0.246
3234,202501.0,1.072
3235,202501.0,0.054
3236,202408.0,2.3688
3237,202408.0,
3238,202408.0,1.08
3239,202408.0,
3240,202408.0,
3241,202408.0,0.416
3242,202408.0,1.04
3243,202408.0,0.416
3244,202408.0,0.33
3245,202408.0,0.032
3246,202408.0,
3247,202408.0,
3248,202409.0,0.702
3249,202409.0,
3250,202409.0,
3251,202409.0,
3252,202408.0,
3253,202408.0,0.95
3254,202408.0,0.45
3255,202408.0,
3256,202409.0,0.95
3257,202409.0,1.248
3258,202409.0,0.486
3259,202409.0,
3260,202409.0,0.952
3261,202408.0,
3262,202408.0,0.132
3263,202408.0,0.24
3264,202408.0,
3265,202408.0,0.726
3266,202409.0,0.2725
3267,202409.0,0.91
3299,202408.0,
3300,,0.14959999999999998
3301,,0.748
3302,,1.2715999999999998
3303,,0.1152
3304,,0.036
3305,,0.032
3306,202408.0,0.13439999999999996
3307,202408.0,0.0288
3308,202408.0,0.044
3309,202408.0,0.022
3310,202408.0,0.066
3311,202408.0,
3312,202408.0,0.0356
3313,202408.0,0.08
3314,202408.0,0.8
3315,202408.0,0.044
3316,202408.0,0.0508
3317,202409.0,0.216
3318,202409.0,0.432
3319,202409.0,0.108
3320,202409.0,0.432
3321,202409.0,0.099
3322,202409.0,0.032
3323,202409.0,0.748
3324,202409.0,0.325
3325,202409.0,0.342
3326,202409.0,0.357
3327,202409.0,0.833
3328,202409.0,0.054799999999999995
3329,202409.0,
3330,202409.0,0.55
3331,202409.0,
3332,202409.0,0.27
3333,202501.0,0.054
3334,202501.0,
3335,202501.0,2.16
3336,202502.0,
3337,202502.0,
3338,202412.0,
3339,202411.0,1.296
3340,202411.0,0.5075999999999999
3341,202411.0,0.378
3342,202501.0,
3343,,2.2
3344,202412.0,
3345,202412.0,1.89
3346,202412.0,1.386
3347,202412.0,
3348,202412.0,
3349,202412.0,0.18
3350,202412.0,0.18
3351,202412.0,0.21
3352,202412.0,0.57
3353,202412.0,0.24
3354,202412.0,0.03219999999999999
3355,202412.0,0.1648
3356,202412.0,0.066
3357,202412.0,0.33
3358,202412.0,0.032
3359,202412.0,0.605
3360,202412.0,0.272
3361,202412.0,
3362,202412.0,
3363,202501.0,
3364,202501.0,
3365,202501.0,0.9022
3366,202409.0,0.378
3367,202409.0,0.664
3368,202408.0,0.354
3369,202408.0,
3370,202408.0,
3371,202408.0,0.726
3372,202408.0,0.032
3373,202408.0,0.07479999999999999
3374,202408.0,1.6456
3375,202408.0,0.6731999999999999
3376,202408.0,0.374
3377,202408.0,0.07479999999999999
3378,202408.0,0.07479999999999999
3379,202408.0,1.0472000000000001
3380,202408.0,0.374
3381,202408.0,
3382,202408.0,
3383,202408.0,0.032
3384,202408.0,0.07680000000000001
3385,202408.0,0.0576
3386,202408.0,0.038400000000000004
3387,202408.0,
3388,202409.0,1.8564
3389,202409.0,0.032
3390,202409.0,0.442
3391,202409.0,2.3187999999999995
3392,202409.0,0.032
3393,202410.0,0.57
3394,202410.0,0.3
3395,202410.0,0.3
3396,202410.0,0.3542
3397,202409.0,0.032
3398,202409.0,1.4186
3399,202409.0,0.336
3400,202408.0,
3401,202408.0,1.265
3402,202408.0,
3403,202408.0,0.15
3404,202408.0,0.308
3405,202408.0,0.728
3406,202408.0,0.032
3407,202408.0,
3408,202408.0,1.326
3409,202408.0,0.182
3410,202408.0,0.08
3411,202408.0,0.312
3412,202408.0,0.20639999999999997
3413,202408.0,1.17
3414,202408.0,0.144
3415,202408.0,1.65
3416,202408.0,0.27
3417,202408.0,1.692
3418,202408.0,0.072
3419,202408.0,
3420,202408.0,
3421,202408.0,0.17920000000000003
3422,202408.0,
3423,202408.0,0.792
3424,202408.0,
3425,202408.0,
3426,202408.0,0.332
3427,202408.0,0.126
3428,202408.0,0.63
3429,202408.0,1.7848
3430,202408.0,1.1747999999999998
3431,202409.0,0.135
3432,202409.0,0.33
3463,202408.0,
3464,202408.0,
3465,202408.0,
3466,202408.0,0.684
3467,202408.0,0.11639999999999999
3468,202408.0,0.23279999999999998
3469,202408.0,0.6596
3470,202408.0,0.088
3471,202408.0,0.044
3472,202408.0,1.8235999999999999
3473,202408.0,0.672
3474,202408.0,1.472
3475,202408.0,0.032
3476,202408.0,1.462
3477,202408.0,0.86
3478,202408.0,1.17
3479,202408.0,0.39
3480,202408.0,
3481,202408.0,1.026
3482,202408.0,0.633
3483,202408.0,0.12660000000000002
3484,202408.0,0.12660000000000002
3485,202408.0,0.0422
3486,202409.0,
3487,202409.0,1.32
3488,202408.0,0.16
3489,202408.0,0.16
3490,202408.0,
3491,202408.0,
3492,202408.0,0.088
3493,202408.0,0.088
3494,202408.0,0.264
3495,202408.0,
3496,202408.0,0.2
3497,202408.0,0.2
3498,202408.0,0.7952
3499,202408.0,0.3976
3500,202408.0,0.552
3501,202408.0,0.086
3502,202408.0,0.602
3503,202408.0,0.567
3504,202408.0,0.1575
3505,202408.0,0.126
3506,202408.0,0.0945
3507,202408.0,0.189
3508,202408.0,0.252
3509,202408.0,0.126
3510,202408.0,0.0945
3511,202408.0,0.17
3512,202408.0,0.17
3513,202408.0,0.552
3514,202408.0,0.84
3515,202408.0,0.368
3516,202409.0,
3517,202409.0,0.27
3518,202409.0,0.595
3519,202409.0,
3520,202408.0,0.48
3521,202408.0,0.756
3522,202408.0,
3523,202408.0,
3524,202408.0,1.26
3525,202409.0,0.186
3526,202409.0,0.218
3527,202408.0,
3528,202408.0,
3558,202408.0,0.16
3559,202408.0,0.16
3560,202408.0,0.16
3561,202408.0,
3562,202409.0,
3563,202409.0,0.268
3564,202409.0,
3565,202409.0,
3566,202409.0,
3567,202409.0,1.23
3568,202409.0,
3569,202408.0,0.1692
3570,202408.0,0.132
3571,202408.0,0.066
3572,202408.0,
3573,202408.0,0.072
3574,202408.0,0.072
3575,202408.0,0.072
3576,202408.0,
3577,202408.0,0.123
3578,202408.0,0.492
3579,202408.0,0.032
3580,202408.0,0.748
3581,202408.0,0.5983999999999999
3582,202408.0,0.9723999999999999
3583,202408.0,1.326
3584,202408.0,0.032
3585,202408.0,0.258
3586,202408.0,0.688
3587,202408.0,
3588,202409.0,
3589,202409.0,0.032
3590,202409.0,0.18159999999999998
3591,202501.0,0.9716000000000001
3592,202501.0,
3593,202501.0,
3594,202501.0,0.28462
3595,202501.0,0.612
3596,202501.0,0.612
3597,202501.0,0.064
3598,202501.0,
3599,202501.0,0.032
3600,202501.0,0.032
3601,202501.0,2.21
3602,202501.0,1.38
3603,202502.0,0.33
3604,202502.0,0.52
3605,202502.0,0.21120000000000003
3606,202502.0,0.03
3607,202502.0,0.32
3608,202502.0,0.168
3609,202502.0,0.084
3610,202502.0,0.10560000000000001
3611,202501.0,2.268
3612,202501.0,1.404
3613,202501.0,1.824
3614,202501.0,0.2124
3615,202501.0,1.5222
3616,202501.0,0.2124
3617,202501.0,1.5222
3618,,
3619,,
3620,,0.0992
3621,202501.0,
3622,202501.0,
3688,202501.0,
3689,202501.0,
3690,202501.0,
3691,,1.392
3692,,0.696
3693,,
3694,,
3695,,
3696,202502.0,2.1708000000000003
3697,202502.0,0.032
3698,202502.0,1.008
3699,202502.0,1.134
3700,202502.0,0.86
3701,202502.0,1.032
3702,202502.0,1.72
3703,,0.032
3704,,0.2808
3705,,0.1296
3706,,0.30240000000000006
3707,,0.1296
3708,,0.1296
3709,,0.1296
3710,,0.30240000000000006
3711,,0.545
3712,,0.24
3713,,
3714,,0.92
3715,,1.28
3716,,
3717,,0.684
3718,,0.376
3719,,
3720,,
3721,,
3722,,
3723,,1.2
3724,202409.0,0.33
3725,202409.0,0.52
3726,202409.0,0.55
3727,202409.0,0.38
3728,202409.0,0.112
3729,202409.0,0.112
3730,202409.0,0.168
3731,202409.0,0.032
3732,202409.0,1.6796000000000002
3733,202409.0,0.6188
3734,202409.0,0.374
3735,202409.0,1.87
3736,202409.0,0.032
3737,202409.0,0.064
3738,202409.0,1.72
3739,202409.0,0.602
3740,202409.0,0.032
3741,202409.0,0.432
3742,202409.0,0.35520000000000007
3743,202409.0,0.3256
3744,202409.0,0.07840000000000001
3745,202409.0,0.384
3746,202409.0,0.032
3747,202410.0,0.238
3748,202410.0,0.186
3749,202410.0,
3750,202410.0,
3751,202410.0,0.304
3752,202410.0,0.38
3753,202410.0,0.152
3754,202410.0,0.184
3755,202410.0,0.184
3757,202408.0,
3758,202408.0,0.195
3759,202408.0,0.13
3760,202408.0,0.082
3761,202408.0,0.82
3762,202408.0,0.238
3763,202408.0,
3764,202408.0,0.07080000000000002
3765,202408.0,0.325
3766,202408.0,0.324
3767,202408.0,0.69
3768,202408.0,0.738
3769,202408.0,0.5044
3770,202408.0,0.0984
3771,202408.0,0.4064
3772,202408.0,0.15839999999999999
3773,202408.0,0.07080000000000002
3774,202408.0,0.3894
3775,202408.0,0.2304
3776,202408.0,
3777,202408.0,1.08
3778,202408.0,
3779,202408.0,0.172
3780,202408.0,1.118
3781,202408.0,0.1768
3782,202408.0,0.7956
3783,202408.0,0.032
3784,202408.0,
3785,202408.0,
3786,202408.0,0.55
3787,202408.0,0.36
3788,,
3789,,0.22
3790,,0.52
3791,,1.092
3792,,0.1575
3793,,1.785
3794,,1.04
3795,,1.21
3796,,0.032
3797,,0.884
3798,,1.376
3799,,1.568
3800,,0.34
3801,,0.102
3802,,0.408
3803,,0.88
3804,,0.84
3805,202408.0,0.336
3806,202408.0,0.372
3807,202408.0,0.309
3808,202408.0,0.103
3809,202408.0,0.288
3810,202408.0,0.184
3811,202408.0,0.51
3812,202408.0,1.82
3813,202408.0,0.332
3814,202408.0,0.22
3815,202408.0,0.66
3816,202408.0,0.22
3817,202408.0,0.208
3818,202408.0,0.208
3819,202408.0,0.432
3820,202408.0,0.216
3821,202408.0,0.342
3884,202408.0,0.216
3885,202408.0,0.33
3886,202408.0,0.066
3887,202408.0,
3888,202408.0,
3889,202408.0,0.66
3890,202408.0,0.066
3891,202408.0,0.12
3892,202408.0,0.3894
3893,202408.0,0.1062
3894,202408.0,0.8496
3895,202408.0,0.28320000000000006
3896,202408.0,
3897,202408.0,1.56
3898,202408.0,0.032
3899,202408.0,0.968
3900,202408.0,
3901,202408.0,
3902,202408.0,
3903,202408.0,0.952
3904,202408.0,0.1728
3905,202408.0,0.07680000000000001
3906,202408.0,0.216
3907,202408.0,0.231
3908,202408.0,0.7936
3909,202408.0,0.495
3910,202408.0,0.032
3911,202408.0,
3912,202408.0,
3913,202408.0,1.0715999999999999
3914,202408.0,0.66
3915,202408.0,0.66
3947,202408.0,0.54
3948,202408.0,1.8235999999999999
3949,202409.0,0.996
3950,202409.0,0.462
3951,202409.0,0.648
3952,202409.0,
3953,202409.0,
3954,202409.0,
3955,202409.0,1.23
3956,202408.0,2.322
3957,202408.0,0.032
3958,202408.0,0.032
3959,202408.0,
3960,202408.0,
3961,202409.0,1.12
3962,202409.0,0.38
3963,202409.0,
3964,202408.0,
3965,202408.0,0.04
3966,202408.0,0.8
3967,202408.0,
3968,202408.0,0.07080000000000002
3969,202408.0,0.48640000000000005
3970,202408.0,0.12
3971,202408.0,0.0448
3972,202408.0,
3973,202408.0,
3974,202408.0,
3975,202408.0,
3976,202408.0,
3977,202409.0,
3978,202409.0,0.66
3979,202409.0,0.044
3980,202409.0,0.84
3981,202409.0,0.92
3982,202408.0,0.032
