,YearMonth,Tonnes
1219,202411.0,0.076
1220,202411.0,0.076
1221,202411.0,0.266
1222,202411.0,0.252
1223,202411.0,0.03
1224,202411.0,0.06
1225,202411.0,0.498
1226,202411.0,0.12
1227,202501.0,0.88
1228,202501.0,0.23
1229,202501.0,0.22
1230,202410.0,0.252
1231,202410.0,0.054
1232,202410.0,0.894
1233,202410.0,
1234,202410.0,0.15519999999999998
1235,202410.0,0.0448
1236,202410.0,0.09079999999999999
1237,202410.0,
1238,202410.0,0.406
1239,202410.0,0.232
1240,202410.0,0.108
1241,202410.0,0.09720000000000001
1242,202410.0,0.174
1243,202410.0,0.2315
1244,202410.0,0.308
1245,202410.0,0.14
1246,202411.0,0.204
1247,202411.0,0.0348
1248,202411.0,0.09259999999999999
1249,202411.0,0.54
1250,202411.0,
1251,202411.0,
1252,202411.0,0.10959999999999999
1253,,0.08131999999999999
1254,,2.0608
1255,,0.032
1256,202410.0,1.188
1257,202410.0,0.312
1258,202410.0,
1259,202410.0,0.332
1260,202410.0,0.177
1261,202410.0,0.13
1262,202410.0,0.054
1263,202410.0,
1264,202410.0,
1265,202410.0,
1266,202410.0,
1267,202410.0,0.268
1268,202410.0,0.574
1269,202410.0,0.119
1270,202410.0,
1271,202410.0,0.312
1272,202410.0,0.0616
1273,202410.0,
1274,202410.0,0.3584
1275,202410.0,0.044
1276,202410.0,1.456
1277,202410.0,
1278,202410.0,0.32
1279,,0.08
1280,,
1281,,0.54
1282,,0.066
1283,,0.312
1284,,0.168
1285,,0.044
1286,,0.1016
1287,,0.15239999999999998
1288,202410.0,
1289,202410.0,
1290,202410.0,
1291,202410.0,
1292,202410.0,
1293,202410.0,0.72
1294,202410.0,0.6
1295,202410.0,0.33
1296,202411.0,0.252
1297,202411.0,
1298,202411.0,0.0512
1299,202411.0,0.07680000000000001
1300,202411.0,0.1024
1301,202411.0,0.162
1302,202411.0,0.189
1303,202411.0,0.402
1304,202411.0,0.67
1305,202411.0,0.357
1306,202411.0,0.328
1307,202411.0,0.27
1308,,0.432
1309,,0.462
1310,,
1311,,
1312,,0.066
1313,,0.264
1314,202411.0,0.032
1315,202411.0,2.3187999999999995
1316,202411.0,0.189
1317,202411.0,0.68
1318,202411.0,0.78
1319,202411.0,0.32
1320,202411.0,
1321,202411.0,0.846
1322,202412.0,1.232
1323,202412.0,
1324,202412.0,0.14
1325,202412.0,0.14
1326,202411.0,0.51
1327,202411.0,0.166
1328,202411.0,0.498
1329,202411.0,0.09079999999999999
1330,202411.0,0.0876
1331,202410.0,0.4
1332,202410.0,0.04
1333,202410.0,0.5888000000000001
1334,202410.0,0.44
1335,202410.0,0.264
1336,202411.0,0.26
1337,202411.0,0.108
1338,202411.0,0.054
1339,202411.0,0.266
1340,202411.0,0.076
1341,202411.0,0.304
1342,202411.0,0.152
1343,202411.0,0.246
1344,202411.0,0.119
1345,202411.0,0.119
1346,202411.0,0.238
1347,202410.0,0.616
1348,202410.0,0.253
1349,202410.0,0.044
1350,202410.0,0.022
1351,202410.0,
1352,202410.0,0.054
1353,202410.0,0.218
1354,202410.0,0.0508
1355,202410.0,2.3187999999999995
1356,202410.0,0.032
1357,202411.0,1.5028000000000001
1358,202411.0,0.032
1359,202411.0,
1360,202411.0,0.132
1361,202411.0,0.528
1362,202411.0,0.264
1363,202411.0,0.198
1364,202411.0,0.264
1365,202411.0,0.287
1366,202411.0,0.246
1367,202412.0,0.246
1368,202412.0,0.0432
1369,202412.0,0.0432
1370,202412.0,0.0432
1371,202412.0,0.0432
1372,202412.0,0.0876
1373,202412.0,
1374,202412.0,
1375,202412.0,0.35879999999999995
1376,202411.0,0.496
1377,202411.0,
1378,202411.0,0.376
1379,202411.0,0.032
1380,202412.0,
1381,202411.0,1.7848
1382,202411.0,0.27
1383,202411.0,0.664
1384,202411.0,0.304
1385,202411.0,0.756
1386,202411.0,1.7848
1387,202501.0,1.848
1388,202501.0,0.364
1389,202412.0,0.087
1390,202412.0,0.0588
1391,202412.0,0.164
1392,202412.0,0.2152
1393,202412.0,0.24
1394,202412.0,0.108
1395,202412.0,0.188
1396,202412.0,0.76
1397,202412.0,0.27
1398,202410.0,0.264
1399,202410.0,0.264
1400,202410.0,0.264
1401,202410.0,0.032
1402,202410.0,0.14959999999999998
1403,202410.0,2.0944000000000003
1404,202410.0,0.032
1405,202410.0,0.8
1406,202410.0,0.033
1407,202410.0,0.15120000000000003
1408,202410.0,0.15120000000000003
1409,202410.0,0.0432
1410,202410.0,0.38480000000000003
1411,202411.0,0.208
1412,202411.0,1.98
1413,202501.0,0.416
1414,202501.0,0.57
1415,202501.0,
1416,202501.0,0.57
1417,202501.0,0.46
1418,202411.0,0.664
1419,202411.0,0.648
1420,202411.0,0.81
1421,202411.0,0.824
1422,202411.0,0.812
1423,202411.0,0.812
1424,202411.0,0.032
1425,202411.0,0.748
1426,202411.0,1.496
1427,202411.0,2.244
1428,202411.0,0.032
1429,202411.0,0.032
1430,202411.0,2.244
1431,202410.0,0.1932
1432,202410.0,
1433,202410.0,
1434,202410.0,0.264
1435,202410.0,0.15360000000000001
1436,202410.0,0.054
1437,202410.0,0.054
1438,202410.0,0.54
1439,202410.0,0.114
1440,202410.0,0.38
1441,202410.0,0.152
1442,202410.0,0.456
1443,202410.0,0.114
1444,202410.0,0.114
1445,202410.0,0.152
1446,202410.0,0.152
1447,202410.0,0.076
1448,202410.0,0.076
1449,202410.0,0.076
1450,202410.0,0.076
1451,202410.0,0.076
1452,202410.0,0.076
1453,202410.0,0.468
1454,202410.0,0.504
1455,202410.0,0.616
1456,202410.0,0.264
1457,202410.0,0.176
1458,202410.0,0.076
1459,202410.0,0.266
1460,202410.0,0.038
1461,202410.0,0.076
1462,202410.0,0.552
1463,202410.0,0.52
1464,202410.0,0.26
1465,202410.0,0.325
1466,202410.0,0.392
1467,202411.0,0.195
1468,202411.0,0.32
1469,202411.0,0.16
1470,202411.0,0.1016
1471,202411.0,0.109
1472,202411.0,0.4704
1473,202411.0,0.022
1474,202411.0,0.022
1475,202411.0,0.408
1476,202411.0,0.16319999999999998
1477,202411.0,0.039200000000000006
1478,202411.0,0.0224
1479,202411.0,0.672
1480,202411.0,0.06719999999999998
1481,202411.0,0.336
1482,202411.0,
1483,202411.0,
1484,202411.0,
1485,202411.0,1.7848
1486,202411.0,1.8235999999999999
1487,202412.0,1.188
1488,202412.0,0.54
1489,,0.208
1490,,
1491,,0.22
1492,,0.27
1493,,0.27
1494,,0.324
1495,,0.27779999999999994
1496,202501.0,0.115
1497,202501.0,0.041
1498,202501.0,0.07959999999999999
1499,202501.0,0.17
1500,202501.0,0.166
1501,202501.0,0.166
1502,202410.0,0.032
1503,202410.0,0.416
1504,202410.0,0.84
1505,202410.0,2.1456
1506,202411.0,0.2768
1507,202411.0,0.032
1508,202411.0,1.0304
1509,202411.0,0.0476
1510,202411.0,0.56
1511,202411.0,0.896
1512,202411.0,0.4864
1513,202411.0,0.134
1514,202411.0,0.22
1515,202411.0,0.232
1516,,0.4004
1517,,0.1216
1518,,0.052199999999999996
1519,,0.448
1520,,0.92
1521,,0.11
1522,202502.0,0.46
1523,202502.0,0.938
1524,202502.0,0.36
1525,202502.0,0.36
1526,,0.268
1527,,0.268
1528,,1.495
1529,,0.112
1530,202412.0,0.102
1531,202412.0,0.102
1532,202412.0,0.102
1533,202412.0,0.18
1534,202412.0,0.986
1535,202412.0,0.41859999999999997
1536,202412.0,0.216
1537,202501.0,0.224
1538,202501.0,0.056
1539,202501.0,0.812
1540,202411.0,2.0
1541,202412.0,0.468
1542,202412.0,0.216
1543,202412.0,0.432
1544,202412.0,0.54
1545,202412.0,0.216
1546,202501.0,
1547,202501.0,0.108
1548,202501.0,0.33
1549,202501.0,
1550,202501.0,0.486
1551,202501.0,0.656
1552,202501.0,
1553,202501.0,
1554,202501.0,
1555,202412.0,
1556,202412.0,0.656
1557,202412.0,
1558,202412.0,1.476
1559,202412.0,0.246
1560,202501.0,0.4768
1561,202501.0,0.372
1562,202501.0,0.552
1563,202501.0,0.504
1564,202501.0,0.184
1565,202412.0,
1566,202411.0,1.96
1567,202411.0,0.54
1568,202411.0,
1569,202412.0,
1570,202412.0,0.48
1571,202412.0,0.268
1572,202412.0,0.402
1573,202412.0,1.344
1574,202412.0,0.3708
1575,202411.0,
1576,202411.0,
1577,202411.0,1.48
1578,202411.0,
1579,202411.0,1.7848
1580,202501.0,0.84
1581,202501.0,0.84
1582,202501.0,0.504
1583,202501.0,0.672
1584,202501.0,0.15
1585,202501.0,0.06
1586,202501.0,0.77
1587,202501.0,0.32
1588,202411.0,0.9648000000000001
1589,202411.0,0.66
1590,202411.0,0.055
1591,202411.0,0.032
1592,202412.0,0.032
1593,202412.0,0.3388
1594,202412.0,0.396
1595,202412.0,0.432
1596,202412.0,0.108
1597,202412.0,0.612
1598,202412.0,0.134
1599,202412.0,0.804
1600,202412.0,0.48
1601,202412.0,0.16
1602,202412.0,0.476
1603,202411.0,0.476
1604,202411.0,0.404
1605,202412.0,0.032
1606,202412.0,0.172
1607,202412.0,2.15
1608,202412.0,1.89
1609,202412.0,
1610,202412.0,0.28320000000000006
1611,202501.0,0.7896
1612,202501.0,1.388
1613,202412.0,
1614,202501.0,0.6372000000000001
1615,202501.0,0.24780000000000002
1616,202501.0,1.008
1617,202501.0,0.308
1618,202501.0,1.092
1619,202501.0,0.486
1620,202501.0,
1621,202501.0,0.16
1622,202501.0,0.42
1623,202501.0,0.84
1624,202501.0,1.38
1625,202501.0,
1626,202501.0,
1627,202501.0,
1628,202501.0,1.824
1629,202501.0,0.336
1630,202501.0,0.0756
1631,202501.0,0.16
1632,202501.0,0.020399999999999998
1633,202501.0,0.25839999999999996
1634,202501.0,0.171
1635,202501.0,0.1672
1636,202501.0,0.032
1637,202501.0,0.038400000000000004
1638,202501.0,0.054
1639,202411.0,0.328
1640,202411.0,0.32
1641,202411.0,0.345
1642,202501.0,0.952
1643,202501.0,0.476
1644,202501.0,0.119
1645,202501.0,0.238
1646,202501.0,0.119
1647,202501.0,0.119
1648,202501.0,
1649,202411.0,1.728
1650,,0.805
1651,,0.408
1652,,0.1216
1653,,0.0348
1654,,0.7774
1655,202501.0,
1656,202411.0,
1657,202411.0,
1658,202411.0,
1659,202412.0,
1660,202501.0,
1661,202412.0,0.032
1662,202412.0,0.3536
1663,202412.0,1.9448
1664,202411.0,1.36
1665,202411.0,0.52
1666,202501.0,
1667,,
1668,,
1669,202412.0,
1670,202412.0,0.032
1671,202412.0,
1672,202411.0,2.142
1673,202412.0,0.476
1674,202412.0,0.7
1675,202412.0,0.304
1676,202412.0,0.336
1677,202412.0,0.096
1678,202411.0,0.328
1679,202411.0,0.714
1680,202411.0,0.714
1681,202411.0,0.032
1682,202411.0,0.7266
1683,202411.0,0.048
1684,202411.0,0.9758399999999999
1685,202411.0,0.072
1686,202411.0,0.072
1687,202411.0,0.708
1688,202411.0,0.4
1689,202411.0,
1690,202411.0,0.64
1691,202411.0,0.88
1692,202411.0,0.22
1693,202411.0,0.134
1694,202411.0,0.67
1695,202411.0,0.268
1696,202411.0,0.82
1697,202411.0,0.268
1698,202411.0,0.268
1699,202411.0,0.266
1700,202411.0,
1701,202411.0,
1702,202411.0,0.13
1703,202411.0,0.66
1704,202412.0,0.5
1705,202412.0,0.17
1706,202410.0,1.70772
1707,202410.0,0.456
1708,202410.0,0.8735999999999999
1709,202410.0,0.6006
1710,202410.0,0.032
1711,202410.0,0.076
1712,202410.0,0.076
1713,202410.0,0.032
1714,202410.0,1.026
1715,202410.0,0.076
1716,202410.0,0.152
1717,202410.0,0.081
1718,202410.0,0.108
1719,202410.0,0.108
1720,202410.0,0.303
1721,202410.0,
1722,202410.0,
1723,202410.0,0.19
1724,202410.0,0.19
1725,202410.0,0.114
1726,202410.0,0.076
1727,202410.0,0.076
1728,202410.0,0.038
1729,202410.0,0.114
1730,202410.0,0.152
1731,202410.0,0.114
1732,202410.0,0.076
1733,202410.0,0.076
1734,202410.0,0.25320000000000004
1735,202410.0,0.32
1736,202410.0,0.328
1737,202410.0,0.82
1738,202410.0,0.22
1739,202410.0,0.44
1740,202410.0,
1741,202411.0,1.496
1742,202411.0,0.032
1743,,0.11760000000000001
1744,,0.196
1745,,0.7728
1746,,0.032
1747,,0.23520000000000002
1748,,0.15680000000000002
1749,,0.198
1750,202411.0,0.032
1751,202411.0,0.14959999999999998
1752,202411.0,2.1692
1753,202410.0,0.032
1754,202410.0,0.322
1755,202410.0,0.6505599999999999
1756,202410.0,0.9758399999999999
1757,202411.0,0.032
1758,202411.0,2.3316000000000003
1759,202411.0,1.211
1760,202411.0,0.032
1761,202411.0,0.064
1762,202411.0,0.096
1763,202411.0,0.096
1764,202411.0,
1765,202411.0,0.7168000000000001
1766,202411.0,0.072
1767,202411.0,0.078
1768,202411.0,
1769,202501.0,0.336
1770,202501.0,0.444
1771,202501.0,0.452
1772,202501.0,0.452
1773,202501.0,0.448
1774,202412.0,0.896
1775,202412.0,1.09
1776,202410.0,
1777,202410.0,0.234
1778,202410.0,0.15239999999999998
1779,202410.0,0.15239999999999998
1780,202410.0,0.777
1781,202410.0,0.032
1782,202410.0,0.1904
1783,202410.0,
1784,202410.0,
1785,202410.0,
1786,202410.0,0.054
1787,202410.0,0.054
1788,202410.0,0.054
1789,202410.0,0.054
1790,202410.0,0.054
1791,202410.0,
1792,202410.0,
1793,202410.0,0.264
1794,202410.0,0.21
1795,202410.0,0.462
1796,202410.0,0.234
1797,202410.0,0.195
1798,202411.0,0.201
1799,202411.0,0.19
1800,202411.0,0.266
1801,202411.0,
1802,202411.0,0.325
1803,202411.0,
1804,202411.0,
1805,202410.0,0.336
1806,202410.0,1.65
1807,202410.0,0.032
1808,202410.0,0.154
1809,202410.0,0.088
1810,202412.0,0.34
1811,202412.0,0.204
1812,202411.0,0.675
1813,202411.0,0.56
1814,202411.0,0.408
1815,202411.0,0.408
1816,202411.0,0.3296
1817,202411.0,0.287
1818,202411.0,0.268
1819,202411.0,
1820,202411.0,0.986
1821,202412.0,
1822,202411.0,0.12
1823,202411.0,0.54
1824,202411.0,1.08
1825,202411.0,2.12
1826,202411.0,1.7848
1827,202411.0,1.8235999999999999
1828,202411.0,0.6144000000000001
1829,202411.0,0.16
1830,202411.0,0.75
1831,202411.0,1.7848
1832,202412.0,0.033
1833,202412.0,0.312
1834,202412.0,0.664
1835,202412.0,0.072
1836,202412.0,0.06
1837,202412.0,0.894
1838,202412.0,0.616
1839,202412.0,0.182
1840,202412.0,0.0508
1841,202412.0,0.06
1842,202412.0,0.6
1843,202412.0,0.117
1844,202410.0,0.07840000000000001
1845,202410.0,0.11760000000000001
1846,202410.0,0.032
1847,202410.0,0.0476
1848,202410.0,0.6188
1849,202410.0,0.0476
1850,202410.0,0.1904
1851,202410.0,0.5712
1852,202410.0,0.022
1853,202410.0,0.9408
1854,202410.0,0.894
1855,202410.0,0.20279999999999998
1856,202411.0,0.164
1857,202411.0,0.032
1858,202411.0,0.594
1859,202411.0,
1860,202411.0,0.162
1861,202411.0,0.162
1862,202411.0,0.162
1863,202411.0,0.402
1864,202410.0,0.938
1865,202410.0,
1866,202410.0,0.606
1867,202410.0,0.4
1868,202410.0,0.64
1869,202410.0,0.16
1870,202410.0,0.36
1871,202411.0,1.08
1872,202411.0,0.2
1873,202411.0,0.1
1874,202411.0,
1875,202411.0,0.086
1876,202411.0,0.516
1877,202411.0,
1878,202411.0,
1879,202411.0,
1880,202411.0,0.51
1881,202411.0,0.288
1882,202411.0,0.4768
1883,202411.0,0.8344
1884,202411.0,0.066
1885,202411.0,0.231
1886,202411.0,1.155
1887,202411.0,0.41520000000000007
1888,202411.0,0.032
1889,202411.0,0.728
1890,202411.0,0.6372000000000001
1891,202411.0,0.072
1892,202411.0,0.14160000000000003
1893,202411.0,0.06
1894,202411.0,
1895,202411.0,0.2032
1896,202411.0,0.6
1897,202411.0,0.07080000000000002
1898,202411.0,0.105
1899,202411.0,0.07
1900,202411.0,0.188
1901,202411.0,0.176
1902,202411.0,0.2725
1903,202411.0,0.156
1904,202411.0,0.162
1905,202411.0,0.119
1906,202411.0,0.476
1907,202411.0,
1908,202411.0,0.096
1909,202411.0,0.576
1910,202411.0,0.096
1911,202411.0,0.576
1912,202411.0,0.032
1913,202411.0,0.052199999999999996
1914,202411.0,0.0174
1915,202411.0,0.0174
1916,202411.0,0.1216
1917,202411.0,0.1216
1918,202411.0,0.0432
1919,202411.0,0.0432
1920,202411.0,0.0432
1921,202411.0,0.2315
1922,202411.0,0.6945
1923,202411.0,0.7774
1924,202411.0,0.648
1925,202411.0,0.108
1926,202411.0,0.648
1927,202411.0,0.416
1928,202411.0,0.208
1929,202411.0,0.104
1930,202411.0,0.416
1931,202411.0,0.416
1932,202411.0,0.44
1933,202411.0,0.44
1934,202411.0,
1935,202411.0,0.308
1936,202411.0,0.308
1937,202411.0,0.104
1938,202411.0,0.42
1939,202411.0,0.42
1940,202411.0,0.405
1941,202411.0,0.135
1942,202411.0,0.032
1943,202411.0,2.244
1944,202411.0,0.032
1945,202411.0,2.1252000000000004
1946,202411.0,0.117
1947,202411.0,0.39
1948,202411.0,1.0303999999999998
1949,202411.0,0.117
1950,202411.0,
1951,202412.0,0.032
1952,202412.0,0.198
1953,202412.0,0.396
1954,202412.0,0.648
1955,202412.0,0.108
1956,202412.0,0.432
1957,202501.0,
1958,202411.0,
1959,202411.0,1.89
1960,202412.0,
1961,202411.0,0.032
1962,202411.0,1.3668000000000002
1963,202411.0,0.777
1964,202501.0,
1965,202412.0,0.032
1966,202412.0,
1967,202412.0,
1968,202412.0,0.032
1969,,2.2
1970,202412.0,
1971,202412.0,
1972,202412.0,
1973,202412.0,0.2632
1974,202412.0,0.198
1975,202412.0,0.198
1976,202412.0,0.561
1977,202412.0,0.198
1978,202412.0,0.198
1979,202412.0,0.595
1980,202412.0,0.402
1981,202412.0,0.726
1982,202411.0,2.24
1983,202501.0,0.476
1984,202501.0,0.238
1985,202501.0,
1986,202501.0,1.33
1987,202501.0,0.204
1988,202501.0,0.66
1989,202411.0,1.89
1990,202501.0,
1991,202501.0,0.2304
1992,202501.0,1.08
1993,202412.0,0.032
1994,202412.0,2.2984
1995,202412.0,
1996,202412.0,0.032
1997,202412.0,0.032
1998,202412.0,
1999,202412.0,1.89
2000,202412.0,0.567
2001,202412.0,
2002,202412.0,2.1004
2003,202412.0,0.9612
2004,202412.0,0.12
2005,202412.0,
2006,202412.0,
2007,202412.0,0.3894
2008,202412.0,
2009,202412.0,1.38
2010,202501.0,
2011,202501.0,0.032
2012,202412.0,
2013,202412.0,
2014,202501.0,
2015,202501.0,
2016,202501.0,1.824
2017,202502.0,2.142
2018,,0.032
2019,,2.46
2020,202501.0,0.8328000000000001
2021,202501.0,0.41640000000000005
2022,202501.0,0.92
2023,202501.0,0.32
2024,202501.0,0.44
2025,202501.0,1.36
2026,202501.0,1.4664
2027,202501.0,0.7085
2028,202501.0,0.561
2029,202501.0,0.66
2030,202501.0,0.198
2031,202501.0,0.495
2032,202501.0,0.2
2033,202501.0,1.72
2034,202501.0,
2035,202502.0,0.84
2036,202502.0,0.032
2037,202502.0,0.5628000000000001
2038,202502.0,0.22
2039,202502.0,0.11
2040,,
2041,202502.0,
2042,202502.0,
2043,202502.0,0.032
2044,202502.0,0.032
2045,202412.0,0.238
2046,202412.0,0.328
2047,202412.0,0.656
2048,202412.0,0.328
2049,202412.0,0.2
2050,202412.0,
2051,202412.0,
2052,202412.0,
2053,202412.0,
2054,202412.0,0.84
2055,202412.0,
2056,202411.0,0.032
2057,202411.0,1.344
2058,202411.0,0.48240000000000005
2059,202412.0,0.0534
2060,202412.0,0.08
2061,202412.0,
2062,202411.0,
2063,202411.0,0.15239999999999998
2064,202411.0,0.4
2065,202411.0,0.304
2066,202411.0,0.114
2067,202411.0,0.07
2068,202411.0,
2069,202411.0,0.088
2070,202411.0,0.022
2071,202411.0,0.7152000000000001
2072,202411.0,0.92
2073,202411.0,0.06
2074,202411.0,0.15239999999999998
2075,202501.0,
2076,202411.0,1.7848
2077,202411.0,1.7848
2078,202412.0,2.142
2079,202411.0,0.2576
2080,202411.0,0.644
2081,202411.0,0.032
2082,202411.0,0.108
2083,202411.0,0.216
2084,202411.0,0.198
2085,202411.0,0.198
2086,202411.0,0.099
2087,202411.0,0.462
2088,202411.0,
2089,202411.0,
2090,202411.0,
2091,202411.0,0.032
2092,202411.0,1.206
2093,202411.0,1.122
2094,202412.0,0.5
2095,202412.0,0.6
2096,202412.0,0.3
2097,202412.0,0.096
2098,202412.0,0.288
2099,202412.0,0.096
2100,202412.0,0.096
2101,202412.0,0.67
2102,202412.0,0.12179999999999998
2103,202412.0,1.344
2104,202412.0,0.112
2105,202502.0,1.232
2106,202502.0,1.035
2107,,0.4167
2108,,0.041
2109,,0.938
2110,,0.168
2111,,0.56
2112,202411.0,
2113,202411.0,0.1016
2114,202501.0,0.24
2115,202501.0,0.504
2116,202501.0,0.504
2117,202501.0,0.7152000000000001
2118,202412.0,0.66
2119,202412.0,0.67
2120,202412.0,0.268
2121,202412.0,0.536
2122,202411.0,0.07479999999999999
2123,202411.0,2.244
2124,202411.0,0.032
2125,202412.0,0.134
2126,202412.0,0.134
2127,202412.0,
2128,202412.0,0.108
2129,202412.0,0.404
2130,202412.0,0.303
2131,202411.0,0.119
2132,202411.0,
2133,202411.0,0.396
2134,202411.0,0.065
2135,202411.0,
2136,202501.0,0.67
2137,202501.0,
2138,202501.0,
2139,202501.0,
2140,202501.0,0.216
2141,202501.0,0.303
2142,202412.0,0.357
2143,202412.0,0.952
2144,202412.0,0.476
2145,202501.0,1.428
2146,202501.0,0.328
2147,202502.0,
2148,202502.0,
2149,,
2150,202502.0,
2151,202502.0,
2152,,0.218
2153,,1.04
2154,,0.078
2155,,0.39
2156,,0.273
2157,202501.0,0.14959999999999998
2158,202501.0,0.032
2159,202501.0,0.96
2160,202501.0,0.4536
2161,,1.87
2162,,0.032
2163,,0.2736
2164,,0.1104
2165,,
2166,,
2167,,0.585
2168,,
2169,,
2170,,0.032
2171,202502.0,
2172,202502.0,
2173,202502.0,
2174,202502.0,0.27
2175,202502.0,0.135
2176,202502.0,0.135
2177,,0.266
2178,,0.494
2179,,0.114
2180,,1.08
2181,,2.366
2182,202501.0,0.516
2183,202501.0,0.26
2184,202501.0,0.184
2185,202501.0,0.172
2186,202501.0,0.92
2187,202411.0,1.728
2188,202501.0,1.344
2189,202501.0,0.11
2190,202501.0,0.986
2191,202412.0,0.032
2192,202412.0,
2193,202412.0,
2194,202412.0,
2195,202412.0,0.032
2196,202501.0,
2197,202412.0,1.96
2198,202412.0,1.68
2199,202412.0,
2200,202412.0,
2201,202501.0,
2202,202412.0,0.561
2203,202412.0,0.396
2204,202412.0,0.0975
2205,202412.0,0.0975
2206,202412.0,0.5711999999999999
2207,202412.0,0.064
2208,202412.0,
2209,202412.0,
2210,202412.0,0.36
2211,202412.0,0.44
2212,202412.0,0.92
2213,202412.0,0.44
2214,202501.0,1.782
2215,202411.0,0.103
2216,202411.0,0.309
2217,202411.0,0.1
2218,202412.0,2.1456
2219,202412.0,
2220,202502.0,0.119
2221,202502.0,0.476
2222,202502.0,0.328
2223,202502.0,0.656
2224,202502.0,0.268
2225,202411.0,0.054
2226,202411.0,0.054
2227,202411.0,0.054
2228,202411.0,1.566
2229,,2.184
2230,202501.0,1.008
2231,202501.0,0.336
2232,202501.0,0.462
2233,202501.0,0.364
2234,202412.0,1.496
2235,202412.0,0.032
2236,202412.0,0.108
2237,202412.0,0.108
2238,202412.0,0.432
2239,,0.032
2240,,2.2512000000000003
2241,202412.0,0.108
2242,202412.0,0.162
2243,202412.0,0.054
2244,202412.0,
2245,202412.0,0.402
2246,202412.0,
2247,202501.0,0.134
2248,202501.0,0.228
2249,202411.0,0.117
2250,202411.0,0.245
2251,202411.0,0.378
2252,202411.0,0.616
2253,202411.0,
2254,202411.0,0.07680000000000001
2255,202411.0,1.7848
2256,202411.0,0.68
2257,202411.0,0.036
2258,202411.0,1.272
2259,202411.0,0.04
2260,202411.0,1.8235999999999999
2261,202411.0,0.36
2262,202411.0,0.531
2263,202411.0,0.288
2264,202411.0,0.5888000000000001
2265,202411.0,0.032
2266,202411.0,2.3187999999999995
2267,202411.0,0.84
2268,202411.0,1.4
2269,202412.0,0.13
2270,202412.0,1.188
2271,202412.0,
2272,202412.0,
2273,202412.0,
2274,202412.0,0.076
2275,202501.0,
2276,202501.0,0.134
2277,202501.0,0.134
2278,202501.0,
2279,202501.0,0.303
2280,202411.0,0.072
2281,202411.0,0.198
2282,202411.0,0.054
2283,,0.154
2284,,1.078
2285,,
2286,,0.798
2287,,0.324
2288,,0.91
2289,,0.032
2290,,
2291,,
2292,,1.634
2293,,
2294,,0.032
2295,,0.396
2296,,1.4637599999999997
2297,,0.032
2298,202409.0,0.804
2299,202409.0,0.536
2300,202409.0,0.134
2301,202409.0,0.536
2302,202409.0,0.134
2303,202408.0,0.184
2304,202408.0,0.376
2305,202408.0,0.6
2306,202408.0,0.184
2307,202408.0,0.368
2308,202408.0,0.096
2309,202408.0,0.096
2310,202408.0,0.096
2311,202408.0,0.432
2312,202408.0,0.216
2313,202408.0,0.54
2314,202408.0,0.108
2315,202408.0,0.66
2316,202407.0,0.476
2317,202411.0,1.458
2318,202411.0,0.032
2319,202412.0,
2320,202501.0,
2321,202501.0,
2322,202501.0,0.495
2323,202501.0,0.052
2324,202501.0,0.085
2325,202501.0,0.408
2326,202501.0,0.522
2327,202501.0,0.18359999999999999
2328,202501.0,0.032
2329,202502.0,
2330,202412.0,0.441
2331,202412.0,
2332,202501.0,0.032
2333,202501.0,0.376
2334,202501.0,
2335,,1.098
2336,,1.188
2337,,0.072
2338,,0.0366
2339,,0.12
2340,,
2341,202412.0,
2342,202412.0,
2343,202412.0,
2344,202412.0,
2345,202412.0,0.28
2346,202412.0,0.44
2347,202501.0,
2348,202501.0,1.728
2349,,1.848
2350,,0.152
2351,202501.0,
2352,202501.0,
2353,202501.0,0.476
2354,202501.0,0.054
2355,202501.0,0.108
2356,202501.0,0.396
2357,202501.0,
2358,202501.0,
2359,202501.0,
2360,202411.0,
2361,202411.0,
2362,202411.0,
2363,202411.0,0.494
2364,202411.0,0.038
2365,202411.0,0.19
2366,202411.0,0.228
2367,202411.0,0.038
2368,202411.0,0.12
2369,202501.0,1.785
2370,202501.0,0.672
2371,202501.0,1.204
2372,202501.0,1.1
2373,202501.0,1.072
2374,202501.0,
2375,202412.0,
2376,202412.0,0.63
2377,202412.0,0.12
2378,202412.0,1.04
2379,202412.0,0.036
2380,202412.0,0.036
2381,202412.0,0.072
2382,202412.0,1.32
2383,202412.0,0.44
2384,202412.0,
2385,202412.0,0.032
2386,,
2387,202412.0,
2388,202412.0,
2389,202412.0,1.89
2390,202412.0,
2391,,
2392,202412.0,
2393,202501.0,2.16
2394,202501.0,
2395,202501.0,1.08
2396,202501.0,1.728
2397,,0.304
2398,,0.304
2399,,0.672
2400,,0.672
2401,202501.0,0.336
2402,202501.0,0.672
2403,202501.0,0.332
2404,202501.0,0.109
2405,202501.0,0.1
2406,202501.0,0.5
2407,202501.0,1.326
2408,202501.0,0.884
2409,202501.0,0.032
2410,202501.0,1.824
2411,,0.168
2412,,1.68
2413,202501.0,0.064
2414,202501.0,
2415,202501.0,0.022
2416,202501.0,0.1296
2417,202501.0,0.612
2418,202501.0,0.102
2419,202501.0,2.1514
2420,202501.0,0.126
2421,202501.0,2.016
2422,202501.0,0.032
2423,202501.0,
2424,202501.0,0.96
2425,202501.0,0.408
2426,202501.0,0.08159999999999999
2427,202501.0,0.032
2428,202501.0,0.396
2429,202501.0,0.495
2430,202501.0,
2431,202501.0,0.33
